user_A,user_B
324827113,505591803
158899216,185024379
277954377,462559115
339721832,523955373
20424468,71996189
255415922,490359301
324649487,466766153
257075916,613050595
364224309,544788621
116488976,185995703
275644189,613318768
51260918,184942833
169184328,277954377
199511785,201857097
320977551,454449863
158899216,367001320
158899216,182703747
148174401,321137784
234782039,260143806
137647548,459195779
196433732,211699235
209242073,302585939
216800494,322988232
267605199,320893503
364224309,826720649
8404293,84471863
234782039,462559115
284796224,436529069
238326510,246635300
225470319,246635300
337685903,525143737
310605213,516165559
361013262,419704365
251116606,277705371
7346857,181813192
158899216,685897704
158899216,266866811
3554098,148174401
158899216,335858901
196433732,320977551
226928006,295068087
137226961,365929724
258050055,335566048
147331652,321118480
285861513,325667980
158899216,457760382
302585939,573350491
226928006,388093430
268378729,295068087
280538843,322988232
154604171,254918413
290002491,376551007
324649487,410529163
250941611,376551007
324649487,338893240
353850392,405858154
523955373,673622815
535285117,613496698
225580281,250400335
361013262,491686794
285861513,539813568
325868088,410529163
15666810,18346738
371766191,536071305
196433732,287978277
243816728,324827113
134286419,136016661
251116606,379695580
225470319,404262360
188897082,275644189
221787338,464507887
228926932,247825158
260143806,464779098
196433732,388093430
249460254,448813072
361013262,497573646
176482365,210505213
137226961,144192992
20392564,80805248
260570741,423075953
302585939,438595419
361013262,552709743
290002491,402684579
188897082,202508992
250941611,357068844
156009278,324649487
211699235,464779098
187068147,260143806
237154574,438595419
239150980,273502960
463029585,490576629
234782039,496939286
158899216,216474268
251116606,290237099
327664089,484272604
176482365,365654343
187068147,462559115
158899216,164926837
189612664,268808118
251116606,420189120
96985032,164926837
223746264,457760382
266866811,269255791
17605204,53651789
367593724,536071305
137647548,250220154
158899216,443128531
243816728,486072327
365243680,582621797
320893503,462559115
357407774,382337917
3554098,1029900777
95368081,241097834
3554098,733362670
284796224,434373211
367593724,462559115
188897082,200489015
365929724,388016555
157685181,244465788
182793052,260143806
209242073,436529069
236860601,342563378
224212270,274429961
260143806,371766191
173111797,310792435
182873330,199511785
209242073,376551007
169184328,284796224
324649487,354746020
178768153,464766605
251116606,357407774
303972772,440860114
486072327,505591803
243816728,260320762
339171968,499386253
396315736,436529069
258050055,371766191
290002491,443448186
250941611,443448186
290002491,364224309
302277149,400947745
280109549,324827113
455009429,505591803
249363384,287978277
196433732,523955373
337685903,613050595
173111797,188897082
187068147,496939286
215250264,325071663
209242073,357068844
86580372,152930582
209242073,402684579
470573936,746926388
249363384,388093430
158899216,582621797
257075916,273502960
274429961,483451780
303221255,522447517
117296642,147331652
10725833,95368081
266594683,440860114
310605213,601769950
169184328,510315848
420476642,517813573
275644189,443128531
258050055,313948034
260143806,486072327
290002491,298647466
396315736,402684579
454449863,499386253
193881147,733362670
227455699,351503947
181813192,216422605
209479436,332344263
169184328,182793052
112693285,361013262
137839173,166912255
200832799,231682638
373912794,746926388
345137341,516165559
65103005,237690320
202508992,342563378
324649487,599845506
260143806,455009429
324827113,373912794
251116606,339987565
200489015,371766191
290002491,348117235
226928006,327664089
124706978,224212270
117296642,218717492
77538054,337685903
108425191,224212270
23965663,246635300
225701,1524982
234782039,278713779
260143806,260320762
244465788,383808645
259529308,429691120
169184328,295068087
5736391,117296642
490324803,535285117
234965704,236860601
234965704,746926388
209242073,443448186
200489015,313948034
282551100,582621797
164926837,359564492
185867292,296395226
246345473,422547332
536071305,613318768
8404293,353850392
249460254,321071433
217972700,738711054
44641895,405858154
158899216,195677239
454449863,544788621
86580372,158899216
154604171,183896370
182883753,404262360
260143806,303972772
189463974,324690673
226928006,329939773
257075916,438595419
158899216,366988589
173111797,249363384
376551007,516165559
200489015,268378729
235817807,259177643
158899216,315533367
258050055,303972772
62394590,170577151
169140030,214537062
173111797,470573936
20392564,189612664
3885026,180443865
184942833,284796224
158899216,241785546
179270742,383808645
284796224,310792435
516165559,523955373
169184328,196433732
443448186,499386253
516165559,536071305
324649487,474718555
181813192,252291590
278713779,303972772
614021900,615205946
200489015,484272604
344201043,364224309
174694591,228926932
185700509,212183524
20392564,406250097
234965704,573350491
212892870,296351219
209479436,423075953
250941611,310792435
158899216,210141551
295068087,367593724
200489015,237154574
158899216,274429961
234782039,266594683
234782039,440860114
260320762,357068844
327664089,396315736
361013262,492264730
250220154,273735803
255415922,466766153
550375189,746926388
246635300,324690673
169184328,523955373
184942833,211699235
197555702,227725555
169184328,536071305
364224309,454449863
163727272,247825158
164558330,400109980
438595419,456864020
188897082,544788621
169184328,222122101
324649487,533542586
116161387,163727272
302649396,404262360
313948034,746926388
410529163,533542586
429063104,464116279
244465788,324649487
20392564,234678312
158899216,236551076
166970160,227725555
231914059,361013262
158899216,182017134
249363384,516165559
28027341,203187909
325868088,533542586
158899216,267605199
182793052,364224309
344201043,348117235
345137341,601769950
234965704,320893503
436529069,455009429
98121870,158899216
404262360,420189120
320977551,434373211
443448186,544788621
402684579,470573936
357068844,373912794
20392564,259070916
315533367,413503356
158899216,246345473
320044698,533595235
99075091,107026474
95368081,139588104
310792435,388093430
226928006,462559115
324827113,573350491
329939773,486072327
339171968,510315848
251116606,322839772
243816728,250941611
158899216,268006730
249460254,631005506
249460254,378233369
302585939,337685903
536071305,673622815
193881147,209279308
196433732,260143806
298444305,305619542
230378407,486072327
310605213,364224309
282665309,613050595
182822942,324649487
169184328,327664089
183006912,464779098
209479436,733362670
158899216,406627657
164926837,278800885
237699485,471605790
196433732,462559115
342563378,464779098
296351219,351022989
227455699,490359301
158899216,342563378
234978271,251116606
236860601,335566048
274429961,517813573
158899216,163727272
282665309,443128531
80911666,533595235
366988589,459195779
361013262,464157179
367593724,440860114
462502385,601769950
158899216,379141672
244465788,255415922
376551007,601769950
209242073,282665309
313948034,389179098
200623291,265329539
251116606,434268423
392631930,746926388
173111797,367593724
182793052,266594683
20198016,251116606
67303015,158899216
235817807,308759883
190949451,216422605
188897082,290002491
258050055,287978277
499386253,525143737
260143806,396315736
302277149,322610187
254137451,255531325
290002491,344201043
166231159,228715510
310605213,348117235
613318768,673622815
477924553,760100064
215250264,251116606
137839173,185700509
23965663,158899216
258050055,388093430
285861513,490576629
216422605,291119452
731191,62396309
249460254,268685699
295068087,573350491
166970160,216422605
183006912,187068147
244465788,490359301
136016661,182017134
302277149,355231333
163727272,182883753
196433732,496939286
278713779,396315736
397332866,435758208
295068087,389179098
166970160,396769217
322839772,325071663
202508992,335566048
221031272,489844391
157685181,403440922
116130901,215211830
251116606,309075300
275644189,342563378
284796224,673622815
327664089,516165559
455009429,746926388
462559115,573350491
96436610,124706978
174694347,241246487
188897082,396315736
216422605,246635300
345137341,402684579
249363384,260143806
137839173,353850392
376551007,496939286
62646118,234965704
249460254,403918862
295068087,438595419
252291590,400109980
158899216,223746264
100212567,205449705
250941611,673622815
284796224,613050595
320044698,401791610
156009278,228084604
21591943,251116606
295068087,320893503
158899216,485306577
269255791,316358076
187068147,505591803
332344263,406250097
117296642,436045306
505591803,573350491
403440922,433196425
274429961,303211661
188897082,339171968
173111797,273502960
339721832,440860114
477924553,545493830
166912255,227940150
251116606,344617400
169184328,435758208
339171968,523955373
339171968,536071305
168607848,721289327
151322125,222406614
320893503,505591803
155862484,179769844
158899216,187651093
151322125,302368127
302277149,386672879
200489015,250941611
210141551,324690673
67930066,86580372
189612664,332344263
357068844,573350491
388093430,462559115
185700509,259177643
197652084,216800494
361013262,379330948
7346857,158899216
243828302,376551007
260320762,310605213
342563378,484272604
66424319,158899216
117296642,261207121
251116606,304095091
236860601,313948034
396315736,470573936
158899216,174694591
499386253,673622815
231682638,255415922
287978277,746926388
75328708,117296642
168297162,266866811
345137341,443448186
169184328,462559115
454449863,523955373
158899216,253086084
454449863,536071305
158899216,170186440
320977551,613318768
249363384,496939286
326624321,607777676
295068087,737837092
277954377,282551100
436529069,503217564
226165078,255415922
298444305,300537580
243828302,357068844
158899216,256455395
364224309,376551007
182883753,284504912
53651789,158899216
235868306,497117270
169184328,436529069
228715510,291119452
202508992,371766191
202508992,456864020
136811705,158899216
290002491,367593724
435758208,523955373
3554098,324649487
181813192,251116606
320977551,525143737
196433732,278713779
201857097,282551100
174694347,225470319
310605213,505591803
440860114,464779098
199511785,211699235
260143806,516165559
209242073,613050595
236860601,260320762
364224309,402684579
34380146,142510556
384715551,410529163
166231159,269619575
173111797,438595419
187068147,443128531
345137341,348117235
211699235,516165559
158899216,397332866
159639383,168886229
182703747,342563378
213648297,745539966
158899216,480028435
228715510,246635300
238296754,251116606
287978277,573350491
4424782,117296642
236551076,249363384
137839173,269255791
273502960,295068087
371766191,613318768
196433732,231667795
327664089,601769950
325071663,669799002
249460254,689146147
388093430,536071305
259529308,280538843
44278934,156832917
166970160,190949451
158899216,429691120
278713779,516165559
16435388,117296642
260570741,324649487
443128531,525143737
163727272,240199869
199511785,287978277
236860601,303972772
235868306,275644189
7974167,316358076
239150980,313948034
240674108,274429961
104031325,117296642
284864500,295068087
535285117,550375189
490576629,545493830
182703747,201857097
166970160,278800885
240555637,502802985
209242073,280109549
193881147,324649487
166231159,468803659
184942833,239150980
275644189,550375189
158899216,226928006
285617525,384715551
303972772,342563378
148174401,268808118
243816728,302585939
287978277,320893503
82607603,181813192
274429961,291791633
2038529,117296642
536123,361013262
200489015,516165559
364224309,443448186
243816728,601769950
2838235,117296642
116701832,117296642
169184328,434373211
196433732,266594683
196433732,440860114
86580372,290907272
195677239,250220154
249363384,278713779
158899216,236293379
137647548,178648861
324649487,436701099
3885026,308759883
257075916,456864020
144192992,398280571
266594683,342563378
324649487,463029585
433196425,475838998
282665309,342563378
173111797,234782039
249363384,364224309
497117270,544788621
257075916,499386253
373912794,486072327
268808118,324649487
232828827,251116606
202508992,303972772
251116606,291119452
324649487,341237022
443128531,685897704
7140794,159639383
302277149,450947642
183777371,211699235
456864020,525143737
309075300,384715551
161957424,332344263
238326510,258049928
158899216,464779098
302277149,440036313
273502960,365243680
183896370,254918413
222122101,402684579
274429961,392227484
3524737,117296642
290002491,573350491
158899216,227725555
183896370,216800494
5763445,117296642
436529069,516165559
251116606,470444423
214024887,254043366
260143806,601769950
282551100,335566048
178989590,361013262
255415922,285617525
249363384,348117235
137647548,269255791
237699485,251116606
573350491,601769950
309075300,420189120
310792435,496939286
158899216,247825158
196433732,310605213
302277149,466961558
258050055,260143806
251116606,314998672
66424319,240674108
286917628,591656859
258050055,462559115
443128531,613050595
256455395,493086989
533595235,669799002
253086084,329939773
137647548,267398154
290002491,438595419
250941611,438595419
335566048,536071305
244465788,466766153
279646418,324649487
470573936,544788621
249363384,440860114
339171968,436529069
278713779,601769950
246635300,309075300
188897082,302585939
158899216,371766191
290002491,320893503
197652084,211609568
1649037,44641895
456864020,470573936
228926932,309326115
158899216,324827113
273502960,327664089
53651789,316358076
117296642,134596548
158899216,187068147
544788621,613318768
260320762,373912794
141566861,149214860
236860601,287978277
295068087,337685903
231682638,251116606
260320762,280109549
326624321,530438369
324649487,353760649
371766191,443128531
533542586,550375189
234782039,268006730
246345473,250400335
1919300,182822942
225580281,457760382
189463974,225470319
200489015,260143806
243942198,533595235
284864500,327664089
344201043,746926388
388093430,440860114
80805248,213648297
117296642,309075300
181813192,282338094
201857097,342563378
187068147,746926388
234782039,342563378
411389199,517813573
209242073,573350491
251116606,410529163
182883753,294133386
158899216,166379022
181813192,269781389
161957424,423075953
258050055,496939286
228715510,444857296
158899216,486072327
169184328,440860114
324649487,341758366
117296642,231409092
117296642,255438602
180564116,303221255
202508992,320977551
320893503,746926388
51260918,337685903
290002491,737837092
516165559,613318768
134047119,484358531
166970160,251116606
249363384,310605213
158899216,455009429
274617838,533542586
361013262,611720265
158899216,216422605
222122101,348117235
117296642,416753273
209479436,324649487
275644189,371766191
96985032,216422605
251116606,326146496
268452167,669799002
249460254,296485275
158899216,484272604
158899216,396769217
158899216,260320762
269255791,366988589
280109549,376551007
27422816,117296642
464779098,525143737
158899216,231020439
17605204,158899216
202508992,388093430
238326510,274429961
226928006,443128531
241753070,401791610
302277149,362749862
339171968,434373211
260143806,402684579
243816728,364224309
169184328,613318768
158899216,237154574
182703747,335566048
384715551,533542586
182873330,266594683
184942833,278713779
282551100,313948034
141967481,548754269
275644189,313948034
200489015,496939286
158899216,166970160
178648861,185700509
257075916,284796224
436529069,601769950
96985032,166970160
182873330,184942833
117296642,163841921
196433732,443128531
77538054,239150980
158899216,254918413
158899216,303972772
251116606,296351219
169184328,525143737
275644189,486072327
231682638,404262360
232828827,394970612
434373211,455009429
179769844,185700509
278713779,402684579
324649487,721289327
342563378,516165559
212892870,533595235
226165078,240555637
166231159,372569967
240555637,404262360
161957424,733362670
275644189,455009429
249460254,255014960
173111797,335566048
178768153,591656859
320893503,379141672
199511785,239150980
216422605,274617838
188897082,402684579
158899216,199511785
601769950,613050595
81676529,237053290
243816728,348117235
187068147,320893503
348117235,436529069
1919300,244465788
197555702,240555637
158899216,257096074
180564116,274429961
313948034,544788621
265329539,296351219
329939773,601769950
117296642,134016056
325071663,357407774
348117235,376551007
295068087,345137341
197555702,404262360
462559115,499386253
251116606,254644579
20424468,79917174
324649487,332322443
260143806,364224309
166970160,240555637
258050055,278713779
79917174,117296642
182873330,310605213
169184328,249363384
189612664,193881147
302585939,327664089
364224309,470573936
166970160,404262360
263353639,351503947
260320762,573350491
335566048,435758208
310605213,573350491
151664614,251116606
182793052,320893503
284864500,462559115
236860601,516165559
158899216,259529308
257075916,295068087
249460254,327006370
190059784,231234398
320977551,438595419
275644189,303972772
108425191,203187909
278713779,443448186
257075916,388093430
67930066,158899216
183896370,211609568
106298354,167966717
189463974,246635300
300518605,315533367
302277149,332775549
302277149,410529163
302277149,402274728
295068087,544788621
227725555,251116606
243828302,613050595
190059784,294728956
249363384,443128531
302277149,383524747
3554098,228084604
260320762,438595419
158899216,459195779
144794383,211609568
227455699,474718555
115774632,298444305
234965704,510315848
260143806,348117235
298647466,438595419
364224309,673622815
231667795,464507887
200489015,278713779
324690673,404262360
190059784,324649487
211699235,348117235
187068147,258050055
302277149,413824057
258050055,348117235
117296642,321118480
182703747,313948034
158899216,190949451
158899216,280538843
200489015,364224309
302277149,463124226
223746264,241246487
155862484,227940150
181813192,238326510
182793052,737837092
157685181,324649487
77538054,158899216
173111797,456864020
278713779,348117235
103310071,324649487
133719587,138325230
284864500,496939286
211699235,266594683
193881147,209479436
169184328,613050595
258050055,266594683
117296642,237690320
158899216,278800885
249460254,514830804
190059784,484358531
183777371,239150980
197652084,204713487
258050055,440860114
184942833,310605213
107609261,117296642
324649487,398280571
169184328,443128531
342563378,601769950
158899216,179270742
178648861,269255791
193881147,228084604
158899216,503217564
397332866,582621797
158899216,302649396
273502960,434373211
257075916,523955373
200623291,241753070
284796224,335566048
21273929,117296642
104031325,465740359
166970160,282338094
339171968,613318768
21034898,251116606
18346738,21437490
158899216,396315736
166912255,259177643
227940150,308759883
166970160,197555702
148174401,332344263
164558330,176482365
237053290,365654343
302277149,484445406
302585939,435758208
344201043,497117270
428365705,440860114
201857097,335566048
158899216,250220154
225470319,324690673
470573936,516165559
7974167,137839173
496939286,673622815
187068147,497117270
249460254,349478947
435758208,440860114
137839173,180443865
249363384,373912794
249460254,257333730
200489015,266594683
274429961,528327286
158899216,250941611
260143806,310605213
302277149,385701374
251116606,533542586
2732994,745539966
339171968,525143737
157685181,255415922
440860114,516165559
398280571,403440922
158899216,339171968
158899216,183896370
275644189,320977551
302277149,530652338
454449863,613318768
236860601,260143806
249460254,289683762
169184328,282551100
196433732,746926388
169184328,582621797
320893503,497117270
477924553,533542586
235817807,386391749
335566048,434373211
403440922,464116279
274429961,464766605
392631930,589387953
28027341,154276418
